#{"t_start": 1675763379.8565452, "env_id": null}
r,l,t
-40.0,15,70.445642
-41.0,16,70.462595
-110.0,25,70.489522
-29.0,14,70.504483
30.0,5,70.510467
18.0,7,70.519409
-109.0,24,70.558305
9.0,6,70.566284
-18.0,13,70.583271
-97.0,22,70.606215
-64.0,19,70.627155
26.0,9,70.637129
-115.0,20,70.65907
-42.0,17,70.677022
-63.0,18,70.696968
-79.0,24,70.723897
19.0,6,70.729882
-146.0,21,70.752819
-52.0,17,70.772767
-43.0,18,70.791682
-74.0,19,70.811662
-98.0,23,70.836595
-8.0,13,70.848563
-61.0,16,70.865519
17.0,8,70.875495
-69.0,14,70.891415
-42.0,17,70.9094
-43.0,18,70.929349
-34.0,19,70.950291
6.0,9,70.958268
-87.0,22,70.985165
-65.0,20,71.008103
-8.0,13,71.021101
-13.0,18,71.043034
-2.0,7,71.050016
-30.0,15,71.066946
7.0,8,71.077924
-75.0,20,71.100855
-95.0,20,71.124815
-51.0,16,71.141772
-97.0,22,71.1687
17.0,8,71.175679
-108.0,23,71.202584
-50.0,15,71.217544
27.0,8,71.225522
24.0,11,71.238488
3.0,12,71.250456
-86.0,21,71.274392
-58.0,23,71.302317
-108.0,23,71.327251
-75.0,20,71.356174
-20.0,15,71.376154
-37.0,22,71.408034
7.0,8,71.416044
-22.0,17,71.437952
-3.0,8,71.445972
13.0,12,71.460901
-15.0,10,71.472894
-65.0,20,71.496829
16.0,9,71.505806
-77.0,22,71.527751
5.0,10,71.53872
20.0,5,71.543707
12.0,13,71.558665
-29.0,14,71.572627
-60.0,15,71.588585
-19.0,14,71.605505
-44.0,19,71.628444
17.0,8,71.639414
-54.0,19,71.662354
26.0,9,71.674321
-35.0,10,71.686314
16.0,9,71.697293
-89.0,24,71.725214
28.0,7,71.732199
-7.0,12,71.750118
-8.0,13,71.764122
-77.0,22,71.79101
-139.0,24,71.815967
-23.0,18,71.837914
14.0,11,71.849852
-5.0,10,71.861844
-1.0,6,71.867804
-77.0,22,71.894732
-12.0,17,71.912711
7.0,8,71.922657
4.0,11,71.935622
-52.0,17,71.953574
15.0,10,71.964545
-19.0,14,71.9815
-41.0,16,72.000449
-17.0,12,72.015409
-18.0,13,72.029372
-21.0,16,72.050316
11.0,14,72.064278
-83.0,18,72.087217
-42.0,17,72.106166
-42.0,17,72.128107
-98.0,23,72.154038
-29.0,14,72.170993
16.0,9,72.182961
-46.0,21,72.20693
-117.0,22,72.232862
-96.0,21,72.255817
-24.0,9,72.266771
-130.0,25,72.296692
-7.0,12,72.310653
-79.0,24,72.34054
17.0,8,72.348558
3.0,12,72.363478
-67.0,22,72.385419
-49.0,14,72.402374
-8.0,13,72.418332
-23.0,18,72.438278
-34.0,19,72.461217
-140.0,25,72.492135
-89.0,24,72.521057
8.0,7,72.528038
-20.0,15,72.54599
-66.0,21,72.570924
-53.0,18,72.592865
13.0,12,72.60583
-68.0,23,72.633755
-4.0,9,72.644726
-74.0,19,72.667665
0.0,15,72.68462
17.0,8,72.692598
-51.0,16,72.711548
-43.0,18,72.733489
-41.0,16,72.751441
-84.0,19,72.774379
-74.0,19,72.796321
-74.0,19,72.81926
-64.0,19,72.839206
-21.0,16,72.862145
20.0,5,72.868129
-45.0,20,72.892065
4.0,11,72.904033
-2.0,7,72.912012
-2.0,7,72.921985
32.0,3,72.92398
-10.0,15,72.940934
8.0,7,72.950907
-24.0,19,72.970854
-88.0,23,72.99878
-42.0,17,73.017729
-10.0,15,73.035681
-26.0,11,73.050641
-51.0,16,73.068593
-27.0,12,73.081558
-98.0,23,73.109484
7.0,8,73.117462
-54.0,19,73.140401
-170.0,25,73.171318
-65.0,20,73.194257
-8.0,13,73.211212
-75.0,20,73.23415
-18.0,13,73.248113
-78.0,23,73.275041
-17.0,12,73.288006
1.0,14,73.304961
-43.0,18,73.326904
-75.0,20,73.349841
-45.0,20,73.373777
-129.0,24,73.4027
2.0,13,73.416663
12.0,13,73.433617
-8.0,13,73.44758
11.0,14,73.464534
13.0,12,73.479494
3.0,12,73.49246
-85.0,20,73.516396
-68.0,23,73.544321
-43.0,18,73.563271
2.0,13,73.58222
-28.0,13,73.59718
-25.0,20,73.623141
-64.0,19,73.64605
2.0,13,73.662008
-20.0,15,73.67996
-128.0,23,73.706888
29.0,6,73.715864
-77.0,22,73.740798
-160.0,25,73.773709
-36.0,21,73.798643
-49.0,14,73.817592
1.0,14,73.834547
20.0,5,73.840531
-37.0,12,73.855491
-22.0,17,73.877432
-64.0,19,73.898376
-55.0,20,73.922312
-67.0,22,73.950238
-18.0,13,73.965197
-60.0,15,73.98315
-29.0,14,74.0011
-6.0,11,74.013068
21.0,14,74.030022
-26.0,11,74.042988
-45.0,20,74.066924
-10.0,15,74.083892
-19.0,14,74.099836
-110.0,25,74.127765
2.0,13,74.145741
10.0,5,74.151697
-6.0,11,74.164662
-9.0,14,74.182644
-39.0,14,74.200566
-28.0,13,74.212534
30.0,5,74.218518
-52.0,17,74.239464
2.0,13,74.253427
-40.0,15,74.271379
-139.0,24,74.301299
8.0,7,74.309277
-67.0,22,74.337203
3.0,12,74.350168
-90.0,25,74.380088
-40.0,15,74.39804
19.0,6,74.405021
-69.0,24,74.434942
-89.0,24,74.463864
15.0,10,74.475832
-54.0,19,74.49877
-34.0,19,74.521709
-44.0,19,74.542653
-68.0,23,74.570579
-100.0,25,74.599501
-78.0,23,74.628424
13.0,12,74.641389
-2.0,7,74.648371
-77.0,22,74.676296
-35.0,10,74.688264
-99.0,24,74.717187
-22.0,17,74.736136
27.0,8,74.747107
-42.0,17,74.767053
-118.0,23,74.795976
-65.0,20,74.819912
-21.0,16,74.837864
30.0,5,74.843848
-33.0,18,74.863795
-73.0,18,74.886733
-11.0,16,74.905683
-12.0,17,74.926627
13.0,12,74.940589
-3.0,8,74.950563
-116.0,21,74.975496
-35.0,20,74.998435
-87.0,22,75.023368
17.0,8,75.033341
-20.0,15,75.051293
-56.0,21,75.076227
-68.0,23,75.104152
-63.0,18,75.123101
17.0,8,75.134072
-30.0,15,75.151027
15.0,10,75.162994
-45.0,20,75.186931
16.0,9,75.197901
18.0,7,75.204882
-9.0,14,75.221837
-7.0,12,75.234803
-21.0,16,75.252754
-19.0,14,75.269709
-29.0,14,75.286664
13.0,12,75.299629
-40.0,15,75.317582
-35.0,20,75.342515
-96.0,21,75.369443
-55.0,20,75.393379
-34.0,19,75.413325
5.0,10,75.425293
-47.0,22,75.453219
-16.0,11,75.466184
-6.0,11,75.478152
-31.0,16,75.497101
-40.0,15,75.515053
-83.0,18,75.539987
-31.0,16,75.560931
20.0,5,75.566915
18.0,7,75.577886
-68.0,23,75.603816
-10.0,15,75.621768
-28.0,13,75.638723
-78.0,23,75.666648
-56.0,11,75.682605
3.0,12,75.695571
-45.0,20,75.719507
-5.0,10,75.732472
-74.0,19,75.756408
-99.0,24,75.786328
15.0,10,75.799292
-109.0,24,75.825222
-99.0,24,75.854145
-27.0,12,75.872097
-55.0,20,75.900022
-8.0,13,75.913985
-28.0,13,75.933942
-8.0,13,75.952881
28.0,7,75.965857
9.0,6,75.97283
-72.0,17,75.997761
-36.0,21,76.030673
7.0,8,76.038652
3.0,12,76.060603
-120.0,25,76.091511
17.0,8,76.100486
18.0,7,76.111457
-14.0,19,76.133422
28.0,7,76.145367
6.0,9,76.156339
12.0,13,76.169304
-7.0,12,76.185261
-43.0,18,76.205208
-33.0,18,76.229144
14.0,11,76.24211
-32.0,17,76.261059
10.0,15,76.279011
-12.0,17,76.30195
15.0,10,76.313917
-55.0,20,76.338851
-7.0,12,76.352813
-7.0,12,76.368771
6.0,9,76.376749
20.0,5,76.382733
-39.0,14,76.400684
-33.0,18,76.422625
-87.0,22,76.447558
3.0,12,76.462519
-63.0,18,76.482465
-45.0,20,76.506401
-56.0,21,76.530337
16.0,9,76.541307
10.0,5,76.548289
7.0,8,76.558264
-67.0,22,76.584195
-10.0,15,76.603144
-97.0,22,76.632067
-41.0,16,76.651016
19.0,6,76.657
-29.0,14,76.674952
-42.0,17,76.694899
-21.0,16,76.713848
-88.0,23,76.742771
-67.0,22,76.769699
28.0,7,76.779672
14.0,11,76.792638
18.0,7,76.799619
-106.0,21,76.827544
-98.0,23,76.853475
-31.0,16,76.872423
-108.0,23,76.897356
-24.0,19,76.920295
-24.0,19,76.943233
-34.0,19,76.964177
16.0,9,76.975148
-17.0,12,76.991105
-6.0,11,77.00407
-78.0,23,77.029004
-64.0,19,77.051943
-8.0,13,77.068897
-34.0,19,77.091875
-119.0,24,77.114799
-20.0,15,77.131731
-109.0,24,77.159656
-19.0,14,77.176611
-41.0,16,77.19556
-18.0,13,77.212515
-64.0,19,77.235454
-11.0,16,77.254403
17.0,8,77.262381
15.0,10,77.274349
26.0,9,77.28532
-119.0,24,77.314243
-54.0,19,77.337182
-108.0,23,77.363112
-110.0,25,77.392035
4.0,11,77.407992
-6.0,11,77.41996
-15.0,10,77.431928
-32.0,17,77.450877
-65.0,20,77.474813
-68.0,23,77.502739
-109.0,24,77.531661
-52.0,17,77.550611
18.0,7,77.557592
21.0,4,77.563576
-64.0,19,77.586515
-7.0,12,77.59948
7.0,8,77.610451
-104.0,19,77.634387
-147.0,22,77.65932
15.0,10,77.671288
-19.0,14,77.688243
29.0,6,77.695224
-19.0,14,77.712178
-62.0,17,77.731128
-24.0,19,77.756062
-34.0,19,77.779
-23.0,18,77.800941
-53.0,18,77.820888
-36.0,21,77.845822
-43.0,18,77.86876
-4.0,19,77.891699
-37.0,22,77.917629
-16.0,11,77.930595
15.0,10,77.942563
-139.0,24,77.972483
7.0,8,77.983454
-105.0,20,78.008387
-31.0,16,78.026339
29.0,6,78.03332
-77.0,22,78.060248
24.0,11,78.073214
-29.0,14,78.090168
8.0,7,78.09715
-27.0,12,78.110115
-84.0,19,78.134051
-9.0,14,78.151006
-7.0,12,78.163971
20.0,5,78.169955
16.0,9,78.181923
6.0,9,78.192894
4.0,11,78.205859
12.0,13,78.222814
-38.0,23,78.248744
5.0,10,78.260713
-10.0,15,78.278664
-14.0,9,78.290632
-64.0,19,78.313571
-61.0,16,78.33252
28.0,7,78.342494
-22.0,17,78.361443
-8.0,13,78.378397
-71.0,16,78.396349
-28.0,13,78.410312
-6.0,11,78.425272
-5.0,10,78.43724
-60.0,15,78.455192
3.0,12,78.468158
19.0,6,78.475139
-30.0,15,78.494088
19.0,16,78.51204
-97.0,22,78.539965
7.0,8,78.547944
-88.0,23,78.576867
-5.0,10,78.588835
-19.0,14,78.606787
-31.0,16,78.624739
-36.0,21,78.649672
0.0,15,78.667624
16.0,9,78.678595
-118.0,23,78.70652
7.0,8,78.714499
-19.0,14,78.731453
24.0,11,78.744419
2.0,13,78.761374
11.0,14,78.778328
-63.0,18,78.798275
-130.0,25,78.828195
-6.0,11,78.84116
-87.0,22,78.868088
17.0,8,78.876067
5.0,10,78.888035
4.0,11,78.902995
-19.0,14,78.917955
5.0,10,78.929923
2.0,13,78.946877
-49.0,14,78.964829
-74.0,19,78.987768
-43.0,18,79.007715
-14.0,19,79.030653
-48.0,23,79.058579
-19.0,14,79.073539
14.0,11,79.088499
-66.0,21,79.113432
-93.0,18,79.133379
-73.0,18,79.15532
-29.0,14,79.172275
-21.0,16,79.191225
20.0,5,79.202193
-7.0,12,79.217155
-30.0,15,79.236104
-15.0,10,79.248072
-2.0,7,79.258045
19.0,6,79.265027
-129.0,24,79.29395
17.0,8,79.301928
-19.0,14,79.318883
-13.0,18,79.341821
-8.0,13,79.355784
22.0,3,79.359773
17.0,8,79.370744
-97.0,22,79.395678
18.0,7,79.402659
-8.0,13,79.419614
-18.0,13,79.435571
-7.0,12,79.449533
-79.0,14,79.466488
6.0,9,79.477459
-52.0,17,79.496408
-20.0,15,79.51436
-24.0,19,79.536301
-77.0,22,79.561235
19.0,6,79.568216
-8.0,13,79.584173
-9.0,14,79.602125
-67.0,22,79.627059
-126.0,21,79.654984
-27.0,12,79.670942
-54.0,19,79.694878
-57.0,22,79.720809
-3.0,8,79.731779
5.0,10,79.743747
7.0,8,79.751726
5.0,10,79.764691
-127.0,22,79.793614
-62.0,17,79.812563
-89.0,24,79.842483
-4.0,9,79.853454
-93.0,18,79.8734
6.0,9,79.885368
-79.0,24,79.915288
-46.0,21,79.940222
16.0,9,79.951192
-13.0,18,79.971139
-49.0,14,79.988094
-43.0,18,80.011032
25.0,10,80.023
5.0,10,80.035965
6.0,9,80.046936
-85.0,20,80.070872
-27.0,12,80.084835
-127.0,22,80.109768
-19.0,14,80.126723
-41.0,16,80.145672
-117.0,22,80.17263
-54.0,19,80.192581
-10.0,15,80.208537
-23.0,18,80.225491
-27.0,12,80.239455
28.0,7,80.245409
-18.0,13,80.260398
-14.0,9,80.26738
-160.0,25,80.293309
-27.0,12,80.30827
-4.0,9,80.318242
-98.0,23,80.341174
-16.0,11,80.353145
-10.0,15,80.3691
-17.0,12,80.385064
19.0,6,80.391049
7.0,8,80.400988
30.0,5,80.406973
-20.0,15,80.423927
-2.0,7,80.429911
-54.0,19,80.451852
-42.0,17,80.468816
28.0,7,80.47878
-35.0,20,80.500747
-15.0,10,80.511719
-105.0,20,80.533633
-38.0,23,80.556572
22.0,13,80.572555
-13.0,18,80.589509
-63.0,18,80.608457
16.0,9,80.619404
-16.0,11,80.630375
17.0,8,80.640348
-5.0,10,80.65132
-31.0,16,80.668298
-8.0,13,80.681239
29.0,6,80.690249
-90.0,15,80.706206
-14.0,19,80.725155
-69.0,14,80.741113
7.0,8,80.752049
-63.0,18,80.770002
-79.0,24,80.796963
-56.0,21,80.818905
21.0,4,80.823891
-44.0,19,80.858797
4.0,11,80.869735
-33.0,18,80.888719
15.0,10,80.899691
7.0,8,80.906671
-53.0,18,80.927614
-14.0,9,80.937554
29.0,6,80.943572
-77.0,22,80.966511
-9.0,14,80.982469
-33.0,18,81.003412
-6.0,11,81.014383
29.0,6,81.020366
28.0,7,81.029342
8.0,7,81.036289
-5.0,10,81.047295
-11.0,16,81.06425
-17.0,12,81.078213
-62.0,17,81.096129
-35.0,10,81.108131
-17.0,12,81.122094
-43.0,18,81.144026
-96.0,21,81.168935
10.0,5,81.175941
-34.0,19,81.199878
-31.0,16,81.218802
20.0,5,81.224812
-21.0,16,81.243735
-110.0,25,81.274677
-10.0,15,81.292604
-53.0,18,81.315581
-35.0,10,81.328545
-41.0,16,81.347491
-51.0,16,81.36644
-100.0,25,81.397354
17.0,8,81.408321
-21.0,16,81.427273
27.0,8,81.438239
-37.0,22,81.464172
-9.0,14,81.482098
-99.0,24,81.511053
-22.0,17,81.530967
-108.0,23,81.560911
-17.0,12,81.57485
22.0,13,81.590831
-109.0,24,81.621724
12.0,13,81.63572
-118.0,23,81.665639
2.0,13,81.679605
-95.0,20,81.702509
18.0,7,81.712528
19.0,6,81.719463
-35.0,20,81.742401
-9.0,14,81.759403
-6.0,11,81.772357
-50.0,15,81.78931
-27.0,12,81.802281
-43.0,18,81.822188
9.0,6,81.828172
30.0,5,81.833158
0.0,15,81.849116
-47.0,22,81.875046
-40.0,15,81.892998
-180.0,25,81.922919
-43.0,18,81.942865
27.0,8,81.952839
31.0,4,81.957825
-86.0,21,81.981761
-89.0,24,82.009687
-128.0,23,82.035617
18.0,7,82.044593
-42.0,17,82.063542
-88.0,23,82.091468
31.0,4,82.093463
-85.0,20,82.116401
2.0,13,82.132359
-98.0,23,82.160284
8.0,7,82.167265
-70.0,15,82.185217
-96.0,21,82.209153
-27.0,12,82.225111
-33.0,18,82.24406
-32.0,17,82.265004
-47.0,22,82.28894
-36.0,21,82.312876
30.0,5,82.31886
3.0,12,82.33382
-139.0,24,82.359751
1.0,14,82.376705
-89.0,24,82.404631
-82.0,17,82.42358
2.0,13,82.439538
-127.0,22,82.465468
-19.0,14,82.482423
-84.0,19,82.505362
-15.0,10,82.517329
-56.0,21,82.54326
5.0,10,82.555228
-86.0,21,82.579164
-108.0,23,82.607089
-6.0,11,82.620054
24.0,11,82.632023
-18.0,13,82.649975
-1.0,16,82.670919
-95.0,20,82.697847
-46.0,21,82.72278
-148.0,23,82.750705
-40.0,15,82.768657
-13.0,8,82.779628
7.0,8,82.787607
9.0,6,82.793591
-32.0,17,82.815532
-36.0,21,82.839468
-60.0,25,82.869388
-109.0,24,82.897314
-48.0,13,82.911276
-68.0,23,82.939201
-98.0,23,82.967126
-17.0,12,82.980092
-43.0,18,83.002033
-32.0,17,83.019987
-9.0,14,83.03694
-51.0,16,83.054892
-49.0,14,83.071847
-74.0,19,83.094786
-63.0,18,83.113735
-6.0,11,83.125703
-4.0,9,83.136673
-16.0,11,83.149639
-62.0,17,83.170583
-31.0,16,83.189532
-107.0,22,83.213468
-20.0,15,83.230422
-11.0,16,83.251367
-6.0,11,83.264332
-78.0,23,83.289265
5.0,10,83.300236
-44.0,19,83.324172
-40.0,15,83.34116
-128.0,23,83.36606
-64.0,19,83.388031
-87.0,22,83.409972
19.0,6,83.416951
-89.0,24,83.443878
-29.0,14,83.458812
-34.0,19,83.479796
-18.0,13,83.492757
-87.0,22,83.516691
-18.0,13,83.529658
6.0,9,83.539629
-108.0,23,83.56556
-118.0,23,83.588503
-20.0,15,83.605454
-27.0,12,83.620413
4.0,11,83.631386
0.0,15,83.6523
12.0,3,83.654289
-160.0,25,83.683246
7.0,8,83.694182
-120.0,25,83.724103
-25.0,20,83.749036
-67.0,22,83.772972
-87.0,22,83.798903
14.0,11,83.811868
10.0,5,83.817852
-34.0,19,83.840791
-41.0,16,83.85974
-5.0,10,83.871708
-20.0,15,83.888662
-31.0,16,83.907613
-4.0,9,83.918583
-138.0,23,83.945545
-3.0,8,83.952525
-44.0,19,83.974469
-54.0,19,83.996408
-33.0,18,84.014363
29.0,6,84.023336
28.0,7,84.03032
-61.0,16,84.047271
-13.0,18,84.069213
-46.0,21,84.092152
-34.0,19,84.114098
-19.0,14,84.130051
-75.0,20,84.152991
-8.0,13,84.165957
28.0,7,84.174931
14.0,11,84.186899
-145.0,20,84.208855
15.0,10,84.219812
-67.0,22,84.242751
-77.0,22,84.268679
-32.0,17,84.286632
-35.0,20,84.308574
-12.0,17,84.326525
6.0,9,84.3365
-130.0,25,84.364424
20.0,5,84.370408
-41.0,16,84.387362
13.0,12,84.40229
-16.0,11,84.413296
-109.0,24,84.438195
-52.0,17,84.455149
-32.0,17,84.475096
2.0,13,84.489059
14.0,11,84.501027
-68.0,23,84.530947
-44.0,19,84.553886
-23.0,18,84.579815
-36.0,21,84.607742
-140.0,25,84.638659
-129.0,24,84.665587
-50.0,15,84.684536
-37.0,22,84.712462
-130.0,25,84.742382
-86.0,21,84.767315
-86.0,21,84.791251
-56.0,21,84.816184
18.0,7,84.826158
5.0,10,84.838126
19.0,6,84.845107
-51.0,16,84.864056
20.0,5,84.870041
-4.0,9,84.881011
-7.0,12,84.894974
-16.0,11,84.909934
-21.0,16,84.928883
-16.0,11,84.941848
-23.0,8,84.951822
2.0,13,84.965784
-10.0,15,84.983736
-58.0,23,85.011662
-52.0,17,85.030611
-30.0,15,85.048563
-9.0,14,85.070504
-40.0,15,85.090451
-20.0,15,85.108403
-3.0,18,85.130345
-97.0,22,85.156275
-77.0,22,85.181208
-26.0,11,85.196169
-62.0,17,85.217113
-77.0,22,85.24803
-116.0,21,85.27795
-65.0,20,85.305879
-68.0,23,85.334798
-10.0,15,85.357771
-85.0,20,85.379709
9.0,6,85.38566
-11.0,6,85.395633
29.0,6,85.401617
-8.0,13,85.415581
-16.0,11,85.430573
-106.0,21,85.455507
-64.0,19,85.478445
-55.0,20,85.501385
-77.0,22,85.526285
-42.0,17,85.54427
-62.0,17,85.565215
-84.0,19,85.586159
27.0,8,85.593139
15.0,10,85.605074
-106.0,21,85.627053
22.0,3,85.632035
12.0,13,85.646975
-41.0,16,85.664948
12.0,13,85.677912
-94.0,19,85.699821
-62.0,17,85.7208
-10.0,15,85.738717
-17.0,12,85.752692
8.0,7,85.759661
7.0,8,85.770664
11.0,14,85.78659
-139.0,24,85.815511
-11.0,16,85.833491
-120.0,25,85.861422
-140.0,25,85.890345
-55.0,20,85.913276
12.0,13,85.926221
-87.0,22,85.95217
3.0,12,85.96511
-65.0,20,85.987053
-55.0,20,86.009991
-91.0,16,86.026979
28.0,7,86.035966
-66.0,21,86.05886
-66.0,21,86.081841
-35.0,20,86.104775
-42.0,17,86.126712
27.0,8,86.134697
-109.0,24,86.163617
-139.0,24,86.193533
22.0,13,86.207495
-48.0,13,86.224417
17.0,8,86.233393
-34.0,9,86.241372
-55.0,20,86.264311
10.0,5,86.270295
4.0,11,86.284257
5.0,10,86.295228
8.0,7,86.30324
3.0,12,86.315175
-56.0,21,86.342103
-16.0,11,86.354071
-95.0,20,86.378007
-32.0,17,86.396956
-12.0,17,86.419895
-42.0,17,86.441836
-33.0,18,86.465773
-61.0,16,86.484722
-63.0,18,86.505665
-98.0,23,86.542567
-150.0,25,86.574481
-8.0,13,86.592433
-80.0,25,86.623351
31.0,4,86.626343
30.0,5,86.632326
-29.0,14,86.649282
-53.0,18,86.673218
7.0,8,86.681196
-7.0,12,86.699148
0.0,15,86.723084
-44.0,19,86.752007
-68.0,13,86.768962
-109.0,24,86.799879
-83.0,18,86.825809
-40.0,15,86.843761
-36.0,11,86.857723
-66.0,21,86.882658
-44.0,19,86.906594
8.0,7,86.913575
-33.0,18,86.939506
-66.0,21,86.964439
29.0,6,86.973414
-43.0,18,86.998348
-29.0,14,87.026273
32.0,3,87.030263
3.0,12,87.056193
-22.0,17,87.077137
-78.0,23,87.113043
-98.0,23,87.140968
-75.0,20,87.166899
-27.0,22,87.195822
-107.0,22,87.22275
-22.0,17,87.242697
-1.0,16,87.264638
-55.0,20,87.290569
-21.0,16,87.309518
1.0,14,87.328468
-49.0,14,87.344425
16.0,9,87.356393
-28.0,13,87.375342
-140.0,25,87.410249
-53.0,18,87.43219
6.0,9,87.444158
8.0,7,87.455129
9.0,6,87.46211
-16.0,11,87.475075
-47.0,22,87.501006
17.0,8,87.511977
-42.0,17,87.532921
-66.0,21,87.560846
-35.0,20,87.585779
-75.0,20,87.610712
-53.0,18,87.631657
-38.0,13,87.649608
-9.0,14,87.667592
-90.0,25,87.696481
19.0,6,87.703463
29.0,6,87.710444
-95.0,20,87.73438
-102.0,17,87.755324
7.0,8,87.766295
25.0,10,87.778263
-63.0,18,87.802199
-20.0,15,87.821148
-74.0,19,87.843089
31.0,4,87.849073
-78.0,23,87.878993
-19.0,14,87.897943
-8.0,13,87.912903
-31.0,16,87.932849
-35.0,20,87.956797
-15.0,10,87.968754
24.0,11,87.98471
-19.0,14,87.999671
-98.0,23,88.029591
-7.0,12,88.042556
-15.0,10,88.055521
5.0,10,88.06749
-43.0,18,88.091425
18.0,7,88.099404
2.0,13,88.117356
-10.0,15,88.136306
15.0,10,88.149272
18.0,7,88.158247
-75.0,20,88.182183
-18.0,13,88.200135
19.0,6,88.207116
-28.0,13,88.225068
-48.0,23,88.251996
-47.0,22,88.282915
-2.0,17,88.303859
17.0,8,88.314829
29.0,6,88.322808
-31.0,16,88.341757
18.0,17,88.365694
-9.0,14,88.380654
-110.0,25,88.409575
-25.0,10,88.421577
-150.0,25,88.449469
-87.0,22,88.47544
-8.0,13,88.488397
32.0,3,88.493386
-55.0,20,88.515325
-25.0,10,88.526296
-149.0,24,88.554188
-46.0,21,88.577159
-18.0,13,88.593136
-78.0,23,88.617021
-140.0,25,88.644945
-42.0,17,88.665889
-23.0,18,88.684839
-80.0,15,88.702791
4.0,11,88.717751
-35.0,20,88.743682
-34.0,19,88.768615
-3.0,8,88.780583
-108.0,23,88.808508
19.0,6,88.818481
3.0,12,88.832445
-16.0,11,88.84541
-75.0,20,88.869345
-25.0,10,88.882311
19.0,16,88.90126
-7.0,12,88.917217
3.0,12,88.93118
6.0,9,88.944146
-73.0,18,88.968081
8.0,7,88.97606
1.0,14,88.99501
-56.0,21,89.02094
-129.0,24,89.052854
12.0,13,89.06582
-7.0,12,89.081821
27.0,8,89.089756
-6.0,11,89.104717
-118.0,23,89.131644
-29.0,14,89.149643
-47.0,22,89.17453
0.0,15,89.191517
-67.0,22,89.218436
-74.0,19,89.240389
-150.0,25,89.269325
-99.0,24,89.294243
-11.0,16,89.314189
-110.0,25,89.342081
-39.0,14,89.356045
5.0,10,89.367048
-40.0,15,89.384004
-76.0,21,89.410933
-33.0,18,89.429885
-16.0,11,89.441849
-41.0,16,89.461796
32.0,3,89.464787
16.0,9,89.475758
-77.0,22,89.501655
-65.0,20,89.525591
-19.0,14,89.542546
8.0,17,89.564487
-99.0,24,89.591415
-65.0,20,89.614387
-56.0,21,89.641281
-10.0,15,89.659233
-53.0,18,89.679216
-9.0,14,89.696136
16.0,9,89.7091
15.0,10,89.722065
-19.0,14,89.742038
8.0,7,89.748995
-38.0,13,89.766947
-62.0,17,89.786892
-53.0,18,89.80983
-33.0,18,89.830775
-3.0,8,89.842743
-31.0,16,89.862689
2.0,13,89.880642
5.0,10,89.893607
-18.0,13,89.908569
9.0,6,89.915549
14.0,11,89.931505
-16.0,11,89.945468
29.0,6,89.95245
-64.0,19,89.976386
-38.0,13,89.990348
-53.0,18,90.012289
20.0,5,90.021266
-67.0,22,90.046235
-42.0,17,90.069138
-52.0,17,90.088119
-10.0,15,90.105077
5.0,10,90.116045
-120.0,25,90.144936
-48.0,13,90.159963
-93.0,18,90.178878
-79.0,24,90.205814
-80.0,25,90.232707
13.0,12,90.247661
-17.0,12,90.261623
-52.0,17,90.280572
-42.0,17,90.306503
-44.0,19,90.329442
-14.0,9,90.338418
32.0,3,90.342407
-7.0,12,90.355373
-40.0,15,90.373325
-33.0,18,90.394268
-100.0,25,90.426183
13.0,12,90.440147
-40.0,15,90.460094
-31.0,16,90.484031
5.0,10,90.496996
-53.0,18,90.519934
-116.0,21,90.545865
-7.0,12,90.563817
-65.0,20,90.58875
-75.0,20,90.612686
29.0,6,90.620665
-12.0,17,90.639614
18.0,7,90.650585
19.0,6,90.656569
31.0,4,90.662553
-130.0,25,90.692473
-107.0,22,90.719401
-120.0,25,90.751316
4.0,11,90.765278
-103.0,18,90.790211
-67.0,22,90.81714
-4.0,9,90.829108
-38.0,13,90.847059
4.0,11,90.861022
-73.0,18,90.885956
-25.0,10,90.898921
-31.0,16,90.919865
-78.0,23,90.94779
0.0,15,90.966739
-45.0,20,90.991673
-62.0,17,91.013614
-107.0,22,91.039545
-96.0,21,91.064478
-140.0,25,91.095395
-130.0,25,91.124318
-49.0,14,91.14227
-35.0,10,91.154238
-46.0,21,91.178174
-6.0,11,91.194131
-91.0,16,91.212083
-20.0,15,91.232028
-6.0,11,91.247021
-76.0,21,91.267966
-5.0,10,91.277941
-84.0,19,91.297864
-56.0,21,91.31883
26.0,9,91.32877
15.0,10,91.339774
-7.0,12,91.350745
-27.0,12,91.365671
15.0,10,91.376642
0.0,15,91.393597
-37.0,12,91.406599
-130.0,25,91.434522
-32.0,17,91.45448
-48.0,13,91.467433
-106.0,21,91.489374
-17.0,12,91.503304
-49.0,14,91.518264
-137.0,22,91.541203
-31.0,16,91.559155
15.0,10,91.571123
-8.0,13,91.58708
12.0,13,91.600046
-3.0,8,91.611017
-67.0,22,91.63595
-23.0,18,91.657892
-41.0,16,91.676841
-40.0,15,91.694793
-88.0,23,91.722718
-5.0,10,91.735684
-80.0,25,91.769593
-23.0,8,91.778569
-59.0,14,91.796521
4.0,11,91.810483
-71.0,16,91.832424
-5.0,10,91.844393
-65.0,20,91.868329
-52.0,17,91.888275
-80.0,25,91.918195
25.0,10,91.930164
28.0,7,91.938142
-5.0,10,91.951108
27.0,8,91.963075
10.0,15,91.983022
-31.0,16,92.002969
13.0,12,92.019923
-2.0,17,92.03987
-3.0,8,92.050841
-66.0,21,92.097716
-13.0,18,92.129629
